record_id,actor_pseudo_id,event_hour,day_of_week,month,quarter,is_weekend,is_business_hours,is_night_login,ip_country,continent,ip_version,login_type,login_challenge_method,new_ip,distinct_ips_7d,distinct_ips_30d,is_new_country,is_new_region,is_new_city,distinct_countries_cumulative,distinct_regions_cumulative,distinct_cities_cumulative,country_changed,continent_changed,countries_seen_30d,regions_seen_30d,cities_seen_30d,logins_24h,logins_7d,logins_30d,avg_logins_per_day,hours_since_last_login,days_since_first_login,abnormal_login_hour,abnormal_weekday,impossible_travel,travel_distance_km,travel_speed_kmh,multiple_country_logins_24h,distinct_users_per_network_24h,geo_jump,risk_score,risk_level,label
42120,U000425,8.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,2,40,1.33,12.56,52.0,0,0,0,0.0,0.0,0,25.0,0,25.75,low,0
42112,U000425,8.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,3,41,1.37,0.04,52.0,0,0,0,0.0,0.0,0,25.0,0,25.75,low,0
42111,U000425,8.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,4,4,42,1.4,0.0,52.0,0,0,0,0.0,0.0,0,25.0,0,25.75,low,0
42025,U000425,13.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,5,5,43,1.43,5.16,53.0,0,0,0,0.0,0.0,0,32.0,0,32.96,low,0
42024,U000425,13.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,6,6,44,1.47,0.0,53.0,0,0,0,0.0,0.0,0,32.0,0,32.96,low,0
44618,U000425,9.0,0.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,7,45,1.5,67.97,55.0,0,0,0,0.0,0.0,0,23.0,0,23.69,low,0
44460,U000425,8.0,1.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,8,46,1.53,22.82,56.0,0,0,0,0.0,0.0,0,35.0,0,36.05,low,0
46411,U000425,13.0,2.0,3.0,1.0,0,1,0,Angola,Africa,6.0,reauth,password,1,1.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,34,1.13,197.79,65.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
45696,U000425,8.0,0.0,3.0,1.0,0,1,0,Angola,Africa,6.0,google_password,password,1,2.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,18,0.6,114.33,69.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
44910,U000425,9.0,4.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,18,0.6,97.34,73.0,0,0,0,0.0,0.0,0,44.0,0,45.32,medium,0
44909,U000425,9.0,4.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,3,19,0.63,0.0,73.0,0,0,0,0.0,0.0,0,44.0,0,45.32,medium,0
44848,U000425,11.0,4.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,4,20,0.67,1.98,74.0,0,0,0,0.0,0.0,0,53.0,0,54.59,medium,0
44847,U000425,11.0,4.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,4,5,21,0.7,0.0,74.0,0,0,0,0.0,0.0,0,53.0,0,54.59,medium,0
44773,U000425,14.0,4.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,5,6,21,0.7,2.83,74.0,0,0,0,0.0,0.0,0,56.0,0,57.68,medium,0
48298,U000425,3.0,1.0,3.0,1.0,0,0,1,Angola,Africa,6.0,google_password,password,1,2.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,6,16,0.53,85.02,77.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
48242,U000425,8.0,1.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,7,17,0.57,5.33,77.0,0,0,0,0.0,0.0,0,28.0,0,28.84,low,0
47812,U000425,13.0,2.0,3.0,1.0,0,1,0,Angola,Africa,4.0,google_password,password,1,3.0,6.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,8,18,0.6,29.09,79.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
46723,U000425,12.0,1.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,13,0.43,142.52,85.0,0,0,0,0.0,0.0,0,54.0,0,55.62,medium,0
46722,U000425,12.0,1.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,3,14,0.47,0.0,85.0,0,0,0,0.0,0.0,0,54.0,0,55.62,medium,0
46721,U000425,12.0,1.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,4,15,0.5,0.0,85.0,0,0,0,0.0,0.0,0,54.0,0,55.62,medium,0
5250,U000425,13.0,3.0,4.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,4,14,0.47,49.34,87.0,0,0,0,0.0,0.0,0,62.0,0,63.86,high,0
4446,U000425,12.0,1.0,4.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,15,0.5,119.21,92.0,0,0,0,0.0,0.0,0,69.0,0,71.07,high,0
7682,U000425,5.0,0.0,4.0,2.0,0,0,1,Angola,Africa,6.0,google_password,password,1,2.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,15,0.5,136.71,97.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
6724,U000425,10.0,3.0,4.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,15,0.5,76.86,100.0,0,0,0,0.0,0.0,0,56.0,0,57.68,medium,0
6723,U000425,10.0,3.0,4.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,3,16,0.53,0.0,100.0,0,0,0,0.0,0.0,0,56.0,0,57.68,medium,0
6722,U000425,10.0,3.0,4.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,2.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,4,17,0.57,0.0,100.0,0,0,0,0.0,0.0,0,56.0,0,57.68,medium,0
8599,U000425,14.0,4.0,4.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,10,0.33,195.82,109.0,0,0,0,0.0,0.0,0,64.0,0,65.92,high,0
8597,U000425,14.0,4.0,4.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,2,11,0.37,0.01,109.0,0,0,0,0.0,0.0,0,64.0,0,65.92,high,0
27962,U000425,7.0,5.0,6.0,2.0,1,0,0,Portugal,Europe,4.0,reauth,none,1,1.0,1.0,1,1,1,2,2,2,1,1,1.0,1.0,1.0,1,1,1,0.03,1025.15,151.0,0,1,0,14828.76,14.46,0,1.0,2,38.03,medium,0
26845,U000425,22.0,0.0,6.0,2.0,0,0,1,Portugal,Europe,4.0,google_password,password,0,1.0,1.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,1,1,2,0.07,230.58,161.0,1,0,0,0.0,0.0,0,1.0,0,31.03,low,0
26844,U000425,22.0,0.0,6.0,2.0,0,0,1,Portugal,Europe,4.0,reauth,none,0,1.0,1.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,2,2,3,0.1,0.0,161.0,1,0,0,0.0,0.0,0,1.0,0,31.03,low,0
25092,U000425,13.0,1.0,6.0,2.0,0,1,0,Portugal,Europe,4.0,google_password,password,1,1.0,2.0,0,0,1,2,2,3,0,0,1.0,1.0,2.0,1,1,4,0.13,351.58,176.0,0,0,0,1047.67,2.98,0,1.0,0,-39.97,low,0
30454,U000425,7.0,2.0,7.0,3.0,0,0,0,Portugal,Europe,4.0,exchange,none,0,1.0,2.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,1,1,4,0.13,353.68,190.0,0,0,0,5784.63,16.36,0,1.0,0,1.03,low,0
30449,U000425,8.0,2.0,7.0,3.0,0,1,0,Portugal,Europe,4.0,google_password,password,0,1.0,2.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,2,2,5,0.17,1.4,190.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
30388,U000425,13.0,2.0,7.0,3.0,0,1,0,Portugal,Europe,4.0,google_password,password,0,1.0,2.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,3,3,6,0.2,5.32,191.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
30387,U000425,14.0,2.0,7.0,3.0,0,1,0,Portugal,Europe,4.0,google_password,password,0,1.0,2.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,4,4,7,0.23,0.03,191.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
29921,U000425,18.0,5.0,7.0,3.0,1,1,0,Portugal,Europe,4.0,google_password,password,0,1.0,1.0,0,0,0,2,2,3,0,0,1.0,1.0,1.0,1,5,6,0.2,76.69,194.0,0,1,0,0.0,0.0,0,1.0,0,1.03,low,0
28935,U000425,8.0,2.0,7.0,3.0,0,1,0,Portugal,Europe,4.0,google_password,password,0,1.0,1.0,0,0,0,2,2,3,0,0,1.0,1.0,1.0,1,1,7,0.23,254.27,204.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
1784,U000426,7.0,4.0,1.0,1.0,0,0,0,Angola,Africa,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
36232,U000426,19.0,2.0,1.0,1.0,0,0,0,Angola,Africa,4.0,google_password,password|idv_preregistered_email,1,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,2,0.1,468.04,19.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
45249,U000426,9.0,2.0,3.0,1.0,0,1,0,Angola,Africa,4.0,google_password,password|idv_preregistered_email,1,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,1,0.03,1165.46,68.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
28632,U000426,11.0,1.0,6.0,2.0,0,1,0,Angola,Africa,4.0,google_password,idv_preregistered_email,1,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,1,0.03,1826.09,144.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,1
26164,U000426,8.0,6.0,6.0,2.0,1,1,0,Angola,Africa,4.0,google_password,idv_preregistered_email,1,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,2,0.07,453.49,163.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
26160,U000426,10.0,6.0,6.0,2.0,1,1,0,Angola,Africa,4.0,reauth,password,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,2,3,0.1,1.66,163.0,0,1,0,0.0,0.0,0,1.0,0,1.03,low,0
30704,U000426,10.0,0.0,7.0,3.0,0,1,0,Angola,Africa,4.0,google_password,password,1,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,3,0.1,528.38,185.0,0,0,0,9113.3,17.25,0,1.0,0,-39.97,low,0
2517,U000427,20.0,1.0,1.0,1.0,0,0,0,Portugal,Europe,4.0,exchange,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
2241,U000427,20.0,2.0,1.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,2.0,2.0,1,1,1,2,2,2,1,1,2.0,2.0,2.0,1,2,2,1.0,24.07,1.0,0,0,0,13839.9,574.99,1,1.0,2,10.03,low,0
1787,U000427,7.0,4.0,1.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,3.0,3.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,3,3,1.0,35.35,2.0,1,0,0,0.0,0.0,1,1.0,0,-37.97,low,0
34490,U000427,18.0,3.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,2.0,4.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,2,4,0.44,154.97,8.0,0,0,0,0.0,0.0,1,1.0,0,-67.97,low,0
34138,U000427,14.0,5.0,1.0,1.0,1,1,0,Angola,Africa,4.0,exchange,none,1,2.0,5.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,2,5,0.45,44.31,10.0,0,1,0,0.0,0.0,1,1.0,0,-67.97,low,0
33986,U000427,20.0,6.0,1.0,1.0,1,0,0,Angola,Africa,4.0,exchange,none,1,3.0,6.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,3,6,0.46,29.99,12.0,0,1,0,0.0,0.0,1,1.0,0,-67.97,low,0
37761,U000427,13.0,2.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,4.0,7.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,4,7,0.47,64.9,14.0,0,0,0,0.0,0.0,1,1.0,0,-67.97,low,0
36792,U000427,14.0,0.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,2.0,8.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,2,8,0.4,120.85,19.0,0,0,0,0.0,0.0,1,1.0,0,-67.97,low,0
36504,U000427,14.0,1.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,3.0,9.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,3,9,0.43,24.45,20.0,0,0,0,0.0,0.0,1,1.0,0,-67.97,low,0
36220,U000427,21.0,2.0,1.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,3.0,10.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,3,10,0.43,30.1,22.0,0,0,0,0.0,0.0,1,1.0,0,-67.97,low,0
36219,U000427,21.0,2.0,1.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,0,3.0,10.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,2,4,11,0.48,0.0,22.0,0,0,0,0.0,0.0,1,1.0,0,-26.97,low,0
36218,U000427,21.0,2.0,1.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,0,3.0,10.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,3,5,12,0.52,0.0,22.0,0,0,0,0.0,0.0,1,1.0,0,-26.97,low,0
36217,U000427,21.0,2.0,1.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,0,3.0,10.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,4,6,13,0.57,0.0,22.0,0,0,0,0.0,0.0,1,1.0,0,-26.97,low,0
35665,U000427,12.0,5.0,1.0,1.0,1,1,0,Angola,Africa,4.0,exchange,none,1,4.0,11.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,7,14,0.56,63.22,24.0,0,1,0,0.0,0.0,1,1.0,0,-67.97,low,0
39777,U000427,22.0,6.0,2.0,1.0,1,0,1,Angola,Africa,4.0,exchange,none,1,5.0,12.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,8,15,0.56,34.23,26.0,0,1,0,0.0,0.0,1,1.0,0,-67.97,low,0
39524,U000427,6.0,1.0,2.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,5.0,13.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,8,16,0.57,32.02,27.0,1,0,0,0.0,0.0,1,1.0,0,-37.97,low,0
39238,U000427,5.0,3.0,2.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,4.0,14.0,0,0,0,2,2,2,0,0,2.0,2.0,2.0,1,4,17,0.57,47.03,29.0,1,0,0,0.0,0.0,1,1.0,0,-37.97,low,0
38701,U000427,7.0,5.0,2.0,1.0,1,0,0,Angola,Africa,4.0,exchange,none,1,5.0,13.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,1,5,16,0.53,49.46,31.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
38222,U000427,6.0,1.0,2.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,4.0,13.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,1,4,16,0.53,70.99,34.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
41836,U000427,7.0,2.0,2.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,4.0,14.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,1,4,17,0.57,25.72,35.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
44486,U000427,6.0,1.0,3.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,1.0,7.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,1,1,7,0.23,479.13,55.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
44485,U000427,6.0,1.0,3.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,0,1.0,7.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,2,2,8,0.27,0.0,55.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
44484,U000427,6.0,1.0,3.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,0,1.0,7.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,3,3,9,0.3,0.0,55.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
45314,U000427,6.0,2.0,3.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,1.0,2.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,1,1,4,0.13,359.86,70.0,0,0,0,8231.22,22.87,0,1.0,0,-39.97,low,0
45313,U000427,6.0,2.0,3.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,0,1.0,2.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,2,2,5,0.17,0.0,70.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
45312,U000427,6.0,2.0,3.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,0,1.0,2.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,3,3,6,0.2,0.0,70.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
4646,U000427,20.0,0.0,4.0,2.0,0,0,0,Angola,Africa,4.0,exchange,none,1,1.0,2.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,1,1,4,0.13,469.33,89.0,0,0,0,8231.22,17.54,0,1.0,0,-39.97,low,0
4338,U000427,20.0,1.0,4.0,2.0,0,0,0,Angola,Africa,4.0,exchange,none,1,2.0,3.0,0,0,1,2,2,3,0,0,1.0,1.0,2.0,1,2,5,0.17,24.94,91.0,0,0,0,6785.68,272.08,0,1.0,0,-39.97,low,0
4016,U000427,7.0,3.0,4.0,2.0,0,0,0,Angola,Africa,4.0,exchange,none,1,3.0,4.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,1,3,6,0.2,34.09,92.0,0,0,0,6785.68,199.05,0,1.0,0,-39.97,low,0
3446,U000427,21.0,4.0,4.0,2.0,0,0,0,Angola,Africa,4.0,exchange,none,1,4.0,5.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,1,4,7,0.23,38.18,94.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
7129,U000427,18.0,1.0,4.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,4.0,6.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,1,4,8,0.27,93.22,97.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
6859,U000427,18.0,2.0,4.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,4.0,7.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,1,4,9,0.3,24.3,98.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
6239,U000427,19.0,4.0,4.0,2.0,0,0,0,Angola,Africa,4.0,exchange,none,1,4.0,7.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,1,4,7,0.23,48.58,100.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
6051,U000427,19.0,6.0,4.0,2.0,1,0,0,Angola,Africa,4.0,exchange,none,1,4.0,8.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,1,4,8,0.27,48.14,102.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
9688,U000427,3.0,1.0,4.0,2.0,0,0,1,Angola,Africa,4.0,exchange,none,1,5.0,9.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,1,5,9,0.3,31.95,104.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
9337,U000427,5.0,2.0,4.0,2.0,0,0,1,Angola,Africa,4.0,exchange,none,1,5.0,10.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,1,5,10,0.33,26.25,105.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
9220,U000427,11.0,2.0,4.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,11.0,0,0,1,2,2,4,0,0,1.0,1.0,3.0,2,6,11,0.37,5.8,105.0,0,0,1,10323.4,1779.9,0,1.0,0,-39.97,low,0
9219,U000427,11.0,2.0,4.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,0,6.0,11.0,0,0,0,2,2,4,0,0,1.0,1.0,3.0,3,7,12,0.4,0.0,105.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
9218,U000427,11.0,2.0,4.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,0,6.0,11.0,0,0,0,2,2,4,0,0,1.0,1.0,3.0,4,8,13,0.43,0.0,105.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
9217,U000427,11.0,2.0,4.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,0,6.0,11.0,0,0,0,2,2,4,0,0,1.0,1.0,3.0,5,9,14,0.47,0.0,105.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
8825,U000427,18.0,3.0,4.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,12.0,0,0,0,2,2,4,0,0,1.0,1.0,3.0,1,9,15,0.5,30.79,106.0,0,0,0,10323.4,335.28,0,1.0,0,-39.97,low,0
8384,U000427,12.0,6.0,4.0,2.0,1,1,0,Angola,Africa,4.0,exchange,none,1,6.0,13.0,0,0,0,2,2,4,0,0,1.0,1.0,3.0,1,9,16,0.53,65.91,109.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
8111,U000427,18.0,1.0,4.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,5.0,14.0,0,0,0,2,2,4,0,0,1.0,1.0,3.0,1,8,17,0.57,54.49,111.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
7860,U000427,16.0,3.0,4.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,4.0,15.0,0,0,0,2,2,4,0,0,1.0,1.0,3.0,1,4,18,0.6,45.57,113.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
14887,U000427,16.0,5.0,5.0,2.0,1,1,0,Angola,Africa,4.0,exchange,none,1,4.0,16.0,0,0,0,2,2,4,0,0,1.0,1.0,3.0,1,4,19,0.63,48.66,115.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
14350,U000427,7.0,3.0,5.0,2.0,0,0,0,Angola,Africa,4.0,exchange,none,1,3.0,16.0,0,0,0,2,2,4,0,0,1.0,1.0,3.0,1,3,19,0.63,110.2,120.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
14136,U000427,18.0,4.0,5.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,3.0,16.0,0,0,0,2,2,4,0,0,1.0,1.0,2.0,1,3,19,0.63,35.25,121.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
13982,U000427,13.0,6.0,5.0,2.0,1,1,0,Angola,Africa,4.0,exchange,none,1,3.0,16.0,0,0,0,2,2,4,0,0,1.0,1.0,2.0,1,3,19,0.63,43.52,123.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
13735,U000427,20.0,0.0,5.0,2.0,0,0,0,Angola,Africa,4.0,exchange,none,1,4.0,16.0,0,0,0,2,2,4,0,0,1.0,1.0,2.0,1,4,19,0.63,30.24,125.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
31781,U000427,18.0,2.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,1,1.0,1.0,0,0,0,2,2,4,0,0,1.0,1.0,1.0,1,1,1,0.03,1222.79,175.0,0,0,0,9113.3,7.45,0,1.0,0,-39.97,low,0
31780,U000427,18.0,2.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,0,1.0,1.0,0,0,0,2,2,4,0,0,1.0,1.0,1.0,2,2,2,0.07,0.0,175.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
31779,U000427,18.0,2.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,0,1.0,1.0,0,0,0,2,2,4,0,0,1.0,1.0,1.0,3,3,3,0.1,0.0,175.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
31778,U000427,18.0,2.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,0,1.0,1.0,0,0,0,2,2,4,0,0,1.0,1.0,1.0,4,4,4,0.13,0.0,175.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
31595,U000427,17.0,4.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,1,2.0,2.0,0,0,0,2,2,4,0,0,1.0,1.0,1.0,1,5,5,0.17,46.72,177.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
31461,U000427,12.0,6.0,7.0,3.0,1,1,0,Angola,Africa,4.0,exchange,none,1,3.0,3.0,0,0,0,2,2,4,0,0,1.0,1.0,1.0,1,6,6,0.2,43.29,179.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
31111,U000427,23.0,2.0,7.0,3.0,0,0,1,Angola,Africa,4.0,exchange,none,1,3.0,4.0,0,0,0,2,2,4,0,0,1.0,1.0,1.0,1,3,7,0.23,82.95,183.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
